Mvir,Rvir,Xc,Yc,Zc,Menv
701791176470.5881,193.04,50004.14021396,27326.3102189,663.17248681,52991189387832.53
701085294117.647,192.98,12245.30303324,55959.34622816,231.0124737,57234906289918.5
701036764705.8823,192.98,27710.3941981,42096.98133396,9326.43327157,49431307456908.16
700166176470.5881,192.89,8026.28883804,11752.04480952,24914.72710774,40009259131517.89
700000000000.0,192.88,15090.24759411,21804.11861413,22558.62019487,39832002621883.61
699411764705.8823,192.82,48459.28244148,20280.13769041,18674.22288437,65543622549678.51
699388235294.1176,192.81,13666.76804807,28546.05669902,17039.16788301,34739141733070.594
699247058823.5294,192.8,8041.55690036,19740.99960971,10987.53441818,57614421855946.17
699176470588.2352,192.79,3535.0388457,46324.63849713,46522.38594731,34873203456456.582
699057352941.1764,192.79,17381.13313793,53925.38555271,19651.38793022,32494403187705.945
696936764705.8823,192.59,11925.3112337,8471.57422229,28952.63967206,85613126772580.12
696419117647.0587,192.54,18524.70205455,32558.65034035,26563.91681393,63372642695507.01
696277941176.4706,192.53,4729.71230373,55866.2762728,32616.46011222,29250222594134.82
695947058823.5294,192.5,7122.02922752,31614.60221995,46100.94619572,40318079466369.96
695570588235.2941,192.46,8645.99908851,35047.36716702,14602.2959842,54415439080173.22
695405882352.9412,192.45,26581.53586956,38855.99190616,50083.329507,24454894368262.836
694933823529.4117,192.4,23235.73346906,40856.35533383,56899.15185394,40981035779257.664
694627941176.4706,192.38,21656.0661817,3830.08407388,34841.35889044,35555200351607.58
694250000000.0,192.34,52286.05124396,6950.43753442,20983.15446247,29185088721145.035
693802941176.4706,192.3,54042.04066273,24206.53595687,22002.70616885,54465939040309.67
693638235294.1176,192.28,50229.69754643,15244.16942443,53327.82492557,42217683893135.336
692366176470.5881,192.19,29654.55956231,39261.5639718,35285.54056254,33919265572050.125
690102941176.4706,191.96,11599.35449251,58321.73197799,53335.57803138,73069860425709.9
689089705882.3529,191.86,27470.26039123,53226.88124503,20653.51047415,44903065814417.48
689019117647.0587,191.86,16166.05365482,53865.32379637,51210.28240325,46952402740812.805
688405882352.9412,191.8,30818.7585187,38285.76603651,10733.93188834,122804992421134.94
688382352941.1764,191.82,14724.36741281,16083.89579417,28150.21639853,44746758658288.234
688311764705.8823,191.79,53493.16509132,21371.24263937,25357.03897827,45875007417696.66
688217647058.8235,191.78,51446.89823253,37247.92133928,3670.29060177,83215450877105.53
688194117647.0587,191.78,22228.83509906,39645.62766107,55275.88021199,42443790807511.96
687888235294.1176,191.76,29301.10618907,49536.82647284,2115.43834278,34262231703560.008
687016176470.5881,191.68,10703.39470116,4055.69163557,40364.60683012,37680275435668.99
686875000000.0,191.68,30092.37617271,26606.20961388,31338.7625069,26244308494702.51
686804411764.7058,191.65,23482.92658662,57380.95428598,11446.0632126,34802743876051.574
686780882352.9412,191.67,17221.02286717,34638.13562496,51816.60734595,37788203488597.07
686569117647.0587,191.63,38102.8714148,16482.27996823,56770.33176898,32215227719793.51
685908823529.4117,191.58,55847.0473674,989.55595966,6056.35896214,44475501056267.46
684470588235.2941,191.44,13523.96138537,22167.34382295,41471.0549985,22996640269726.723
684305882352.9412,191.42,19326.05194215,36255.29648501,27925.26984803,54570567982449.555
683600000000.0,191.36,55463.14399545,25655.53153761,52597.75150655,66233985047185.3
683600000000.0,191.36,44254.78861359,27208.07035449,2473.67006398,31343484824167.215
683198529411.7646,191.32,23612.73160987,30382.90339846,14216.28155323,50400939682635.625
682420588235.2941,191.26,35052.56423979,41074.36908246,1884.59700189,19588988736600.547
682326470588.2352,191.24,23540.50380547,46401.43915064,3422.59289534,19044729716856.676
682114705882.3529,191.21,29105.78003981,13987.90385522,6119.39541666,62969491357189.625
681973529411.7646,191.2,12431.73990359,6276.63894173,27309.6672971,63277557609575.83
681030882352.9412,191.12,5840.46436816,9129.46420133,41961.84240341,95040170894306.95
680983823529.4117,191.11,26197.12572727,54971.20525248,26398.8001791,75715817973073.22
680276470588.2352,191.05,51643.65883262,21314.67972673,44615.1150319,23906511460033.723
678957352941.1764,190.92,31316.15952401,6408.796012,54758.98394192,42457623507745.31
678722058823.5294,190.89,50643.47708066,36399.59167667,4205.98436436,78975716473042.47
678391176470.5881,190.87,54941.31572993,13855.88132118,43250.9429465,61354364540674.805
676930882352.9412,190.72,5849.64096593,6876.76101169,8605.89385977,41188549847835.09
676505882352.9412,190.69,29406.57014556,38511.73695144,27109.90536072,32445010786191.266
676294117647.0587,190.67,10511.72447742,25419.92046688,23979.79752255,56922174152274.695
676247058823.5294,190.67,36146.58109821,22314.10101633,56145.60741804,71829748245504.61
676129411764.7058,190.65,20505.17907222,2342.08723914,46031.29881353,41812458828036.805
675704411764.7058,190.61,26123.77700152,1611.34207064,25329.5306441,86866152615013.5
674691176470.5881,190.52,47588.69380367,21404.1329806,19224.81408013,56909119099584.27
673891176470.5881,190.45,55763.45177673,9458.8021277,16699.09627183,42779569590518.984
673207352941.1764,190.41,55850.35549027,12677.88521108,11160.19322342,40753656350719.875
672901470588.2352,190.36,48891.72483932,56891.59022493,14515.18551209,34015552476911.29
671086764705.8823,190.2,49256.78040898,41373.37697286,56174.0140167,38341464367777.305
670614705882.3529,190.14,39267.25162913,7564.09705581,46051.90921286,26024422760669.344
670261764705.8823,160.44,56549.71141121,45286.33178605,53474.46403063,77629349360380.23
669930882352.9412,190.08,16678.79223345,42349.22172498,11687.06679721,22327604166957.918
669295588235.2941,190.01,9900.14078311,27832.607321,21678.53009806,52839948723270.87
668941176470.5881,189.97,34358.79368044,25695.40503925,2607.06250377,58524528697023.8
668800000000.0,189.96,33260.16929568,16987.85623863,25501.51610562,44847004496095.234
668752941176.4706,189.96,52219.99752186,15306.60497496,29964.20549882,61883282695253.59
668470588235.2941,189.94,41680.07364685,48756.09650298,36228.68810739,37252804937827.21
668447058823.5294,189.93,1003.25001216,49166.29702481,9784.61597634,28451248656465.27
668211764705.8823,189.91,14541.99675748,14337.50050104,29444.67268288,38056633281370.81
667998529411.7646,189.88,30046.41759536,5447.9332742,27553.46274618,84276656992282.47
667739705882.3529,189.86,52843.68127235,37560.84065398,4347.50114897,78267138170969.44
667575000000.0,189.87,33108.20826349,12134.24188198,2251.50023005,56303897225489.96
667410294117.647,189.83,30098.05053777,11932.05761119,2160.54655016,59825509471271.29
667008823529.4117,189.8,2400.55654164,19093.13115549,46626.53351333,33850714762886.85
665642647058.8235,189.66,32630.3179419,49559.85754967,40575.03116822,23643595895291.676
665076470588.2352,189.61,26870.05454825,52415.93146638,36834.16038458,37527974342639.695
665052941176.4706,189.61,12528.00705555,28446.50356658,21164.42419799,38583147798089.62
663827941176.4706,189.49,55313.30945218,33936.03596549,4327.29502188,35420266720370.42
663780882352.9412,189.49,5271.85229171,32044.61495856,14385.04982602,33480295316603.777
663475000000.0,189.45,45576.38115013,21047.39933394,47227.52710977,28325199059279.18
663451470588.2352,189.45,6925.7597648,5029.64710672,40845.99516999,74409558621564.6
663192647058.8235,189.44,32564.41342441,53870.86207529,2508.00961962,45149580085526.79
663073529411.7646,189.42,26559.55385534,3175.816576,25851.8261824,86793713568135.58
662979411764.7058,189.42,27906.98091628,48935.47967518,23025.96362007,104684131550357.56
662083823529.4117,189.33,55580.8356272,27976.98221077,20897.79114727,43926269805264.25
661730882352.9412,189.29,33139.30080149,51852.62806874,24025.17427412,41690156078103.02
661519117647.0587,189.27,4772.35579605,26157.66312698,14742.96454761,70302542731495.19
661377941176.4706,189.26,31820.13009084,53594.57230007,2581.41436599,40636655743124.266
661307352941.1764,189.25,28969.18563695,18530.70937005,13126.19014299,25573905617464.32
660529411764.7058,189.2,26428.84919504,20733.48317282,15242.05188229,25625088964835.45
660364705882.3529,189.18,39757.94448376,38378.14995766,23736.18605534,25692367259837.56
660198529411.7646,189.14,48666.93021731,11928.28830975,27906.89730689,54811709415989.52
659939705882.3529,189.15,36484.94711817,30409.6050995,38277.09068362,37500756678637.09
659586764705.8823,189.09,35670.9234713,37152.40604579,51324.57344338,31676977794699.57
659586764705.8823,189.08,4170.41689724,7935.01992802,38885.20638301,138900764829810.2
659539705882.3529,189.08,47610.46659154,49965.32551926,47114.46206598,36314137223354.68
658455882352.9412,189.0,295.89637241,38375.91413283,8717.57125635,52560325518894.31
658101470588.2352,188.94,42016.04005103,14749.95848718,10993.63481624,53774704634951.7
657889705882.3529,188.93,38689.66345349,14635.61052729,55224.8403537,32035496877068.086
657560294117.647,156.86,9131.10295484,44194.88400748,22413.04341426,32545162363690.027
657442647058.8235,188.9,54009.01542293,20114.86686125,45130.01552161,29088236254434.47
657158823529.4117,188.85,32690.44302266,22342.45376191,3746.86534963,64880901887561.38
656570588235.2941,188.79,33486.52085684,30453.25996243,19374.56720864,45202625073985.55
656169117647.0587,188.78,6532.33551648,48457.56615327,23391.56754224,34083820505149.86
656004411764.7058,188.78,32994.51191501,42724.53157605,28733.13339504,32385980268159.64
655132352941.1764,188.66,11564.90558533,3292.22199373,6900.45547919,70360112214749.18
653695588235.2941,188.52,46660.97388787,35634.50367451,7379.1277306,28089901764849.73
653672058823.5294,188.55,22059.66605894,21200.77431946,7164.53477048,32352800639661.227
653672058823.5294,188.52,10547.75274196,23575.25199641,22788.84232186,48230478260159.414
651338235294.1176,188.29,15270.58795208,55377.50511851,45183.55280547,31493429409490.66
651008823529.4117,188.26,25108.44311299,27975.78931032,18970.72314814,27243184981059.594
650230882352.9412,188.19,30426.10856041,9028.16035053,27294.03690492,59101590304033.15
647567647058.8235,187.93,6406.76352163,28292.23516324,5673.79501834,46406635556137.17
647544117647.0588,187.93,8418.0842532,27487.43897165,18098.91314969,74569989666179.1
647379411764.7058,187.91,4834.91993704,24154.21267274,17927.31574698,47013671941164.984
645942647058.8235,187.77,50316.86542102,25368.17177182,57587.32837348,54290002174990.66
644104411764.7058,187.59,30119.65985467,39727.22989228,13538.8995097,79832519109813.67
643939705882.3529,187.59,29960.76592234,41636.78607444,9357.24749669,61882387222325.37
643939705882.3529,187.59,58137.57850368,45957.59144525,11909.95337647,30068731980685.89
643467647058.8235,187.55,3388.65323139,11322.01317989,45279.0728437,37197049965506.73
643020588235.2941,187.49,11817.29009652,20280.51204608,57421.44624806,27999270478482.613
642926470588.2352,187.48,8884.23617774,3591.51953696,50079.99734159,50447410014595.05
642525000000.0,187.44,25744.34721837,51190.06814534,22183.41140568,123863017250908.95
641652941176.4706,187.36,33321.68512876,39260.23596553,15256.41418621,36075422992751.75
641229411764.7058,187.33,8697.26788879,32596.81196631,15098.08215476,59641796130522.97
640216176470.5881,187.22,16055.87672524,52228.2602493,21269.39913539,36427815155085.05
639179411764.7058,187.12,34631.41268438,39072.70363765,53236.15050117,23327729602399.105
638095588235.2941,187.01,11046.94128561,3715.5592167,7675.89918597,67018254376770.34
637811764705.8823,186.99,7849.19779011,34402.0007222,53587.27138147,28036503300235.094
637717647058.8235,186.99,57697.76812352,58415.85192133,27192.22666971,67126041039236.07
636422058823.5294,186.84,53734.71251772,37646.01480187,4249.45800864,73496034844313.5
635408823529.4117,186.77,7609.60305023,8438.81092472,45489.64645551,68379114011823.58
634795588235.2941,186.68,13403.42270458,5978.0017266,28266.84149085,57315946589922.79
634677941176.4706,186.67,29385.3887027,44067.31468366,10958.92484585,58797977851211.01
634419117647.0588,186.65,6691.68473974,5370.87373667,9217.02381376,41669371680137.4
633994117647.0588,186.61,36134.08253332,14288.06012055,48012.28639524,24158492829020.613
633876470588.2352,186.59,42615.19247055,20324.55368042,47328.60749722,32440580551704.26
633547058823.5294,186.57,13234.17804012,25149.44584465,28750.78775426,25775269200929.48
633100000000.0,186.52,31967.39613355,26336.17706429,37150.01755758,47626198989147.44
632792647058.8235,186.49,8015.64261081,43440.03340207,35387.58695356,24898883985122.65
632557352941.1764,186.5,20779.81831163,2895.48598602,36813.25708663,49198508060646.89
632014705882.3529,186.42,18693.40282309,14802.94106022,11626.11988756,50299232810050.99
631544117647.0588,186.37,53420.30299593,13844.54386776,24991.45133042,105456924687415.11
631191176470.5881,186.33,51748.6334422,14820.08667141,23472.55134943,105828192476472.3
631120588235.2941,186.32,47977.10616816,12182.10237743,27675.28024623,54021784467910.42
